participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.mpcr,player.is_correct,player.final_score,player.quiz_text,player.quiz_sol,player.quiz_user_answer,player.quiz_sol_text,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
15,xpkeyx45,SSEL_B_15,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.62,2017-05-21 05:52:44.409568+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,8,3,j27rs82l,,,,,,0
16,03t2gmzl,SSEL_B_16,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.185,2017-05-21 05:52:49.623491+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,8,3,j27rs82l,,,,,,0
17,dydddd4k,SSEL_B_17,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.140,2017-05-21 05:52:54.319925+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,9,3,j27rs82l,,,,,,0
18,bhlb6q8z,SSEL_B_18,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.145,2017-05-21 05:53:47.174216+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,9,3,j27rs82l,,,,,,0
19,7juujzy9,SSEL_B_19,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.67,2017-05-21 05:53:52.334732+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,10,3,j27rs82l,,,,,,0
20,69pxujhl,SSEL_B_20,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.136,2017-05-21 05:53:59.058161+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Individual Exchange, (0 points into the Group Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",29,,csr_1_quiz/sol/quiz3sol.html,0,10,3,j27rs82l,,,,,,0
1,0uc651o2,SSEL_B_01,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.117,2017-05-21 05:51:25.475037+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,1,4,j27rs82l,,,,,,0
2,f9bklb8j,SSEL_B_02,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.142,2017-05-21 05:51:30.501445+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,1,4,j27rs82l,,,,,,0
3,y6rw1jwt,SSEL_B_03,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.115,2017-05-21 05:51:37.243482+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,2,4,j27rs82l,,,,,,0
4,xop70m2h,SSEL_B_04,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.198,2017-05-21 05:51:40.673231+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,2,4,j27rs82l,,,,,,0
5,qe2cuhzs,SSEL_B_05,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.71,2017-05-21 05:51:43.739915+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,3,4,j27rs82l,,,,,,0
6,jyc6s5jf,SSEL_B_06,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.203,2017-05-21 05:51:59.619553+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,3,4,j27rs82l,,,,,,0
7,928z91kk,SSEL_B_07,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.220,2017-05-21 05:51:59.452174+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,4,4,j27rs82l,,,,,,0
8,5e9m5ywt,SSEL_B_08,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.202,2017-05-21 05:52:02.053459+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,4,4,j27rs82l,,,,,,0
9,b8f6gvqe,SSEL_B_09,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.120,2017-05-21 05:52:06.386328+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,5,4,j27rs82l,,,,,,0
10,p02kpu6u,SSEL_B_10,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.174,2017-05-21 05:52:11.713529+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,5,4,j27rs82l,,,,,,0
11,9pwunp0p,SSEL_B_11,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.26,2017-05-21 05:52:16.589370+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,6,4,j27rs82l,,,,,,0
12,dcf503uv,SSEL_B_12,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.104,2017-05-21 05:52:31.633957+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,6,4,j27rs82l,,,,,,0
13,2tiewxnp,SSEL_B_13,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.188,2017-05-21 05:52:35.494244+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,7,4,j27rs82l,,,,,,0
14,v4jwvtjg,SSEL_B_14,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.130,2017-05-21 05:52:40.623892+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,7,4,j27rs82l,,,,,,0
15,xpkeyx45,SSEL_B_15,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.62,2017-05-21 05:52:44.409568+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,8,4,j27rs82l,,,,,,0
16,03t2gmzl,SSEL_B_16,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.185,2017-05-21 05:52:49.623491+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,8,4,j27rs82l,,,,,,0
17,dydddd4k,SSEL_B_17,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.140,2017-05-21 05:52:54.319925+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,9,4,j27rs82l,,,,,,0
18,bhlb6q8z,SSEL_B_18,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.145,2017-05-21 05:53:47.174216+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,9,4,j27rs82l,,,,,,0
19,7juujzy9,SSEL_B_19,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.67,2017-05-21 05:53:52.334732+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,10,4,j27rs82l,,,,,,0
20,69pxujhl,SSEL_B_20,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.136,2017-05-21 05:53:59.058161+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest all of your points into the Group Exchange, (0 points into the Individual Exchange)?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h4><br>",15,,csr_1_quiz/sol/quiz4sol.html,0,10,4,j27rs82l,,,,,,0
1,0uc651o2,SSEL_B_01,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.117,2017-05-21 05:51:25.475037+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,1,5,j27rs82l,,,,,,0
2,f9bklb8j,SSEL_B_02,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.142,2017-05-21 05:51:30.501445+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,1,5,j27rs82l,,,,,,0
3,y6rw1jwt,SSEL_B_03,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.115,2017-05-21 05:51:37.243482+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,2,5,j27rs82l,,,,,,0
4,xop70m2h,SSEL_B_04,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.198,2017-05-21 05:51:40.673231+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,2,5,j27rs82l,,,,,,0
5,qe2cuhzs,SSEL_B_05,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.71,2017-05-21 05:51:43.739915+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,3,5,j27rs82l,,,,,,0
6,jyc6s5jf,SSEL_B_06,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.203,2017-05-21 05:51:59.619553+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,3,5,j27rs82l,,,,,,0
7,928z91kk,SSEL_B_07,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.220,2017-05-21 05:51:59.452174+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,4,5,j27rs82l,,,,,,0
8,5e9m5ywt,SSEL_B_08,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.202,2017-05-21 05:52:02.053459+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,4,5,j27rs82l,,,,,,0
9,b8f6gvqe,SSEL_B_09,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.120,2017-05-21 05:52:06.386328+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,5,5,j27rs82l,,,,,,0
10,p02kpu6u,SSEL_B_10,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.174,2017-05-21 05:52:11.713529+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,5,5,j27rs82l,,,,,,0
11,9pwunp0p,SSEL_B_11,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.26,2017-05-21 05:52:16.589370+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,6,5,j27rs82l,,,,,,0
12,dcf503uv,SSEL_B_12,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.104,2017-05-21 05:52:31.633957+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,6,5,j27rs82l,,,,,,0
13,2tiewxnp,SSEL_B_13,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.188,2017-05-21 05:52:35.494244+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,7,5,j27rs82l,,,,,,0
14,v4jwvtjg,SSEL_B_14,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.130,2017-05-21 05:52:40.623892+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,7,5,j27rs82l,,,,,,0
15,xpkeyx45,SSEL_B_15,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.62,2017-05-21 05:52:44.409568+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,8,5,j27rs82l,,,,,,0
16,03t2gmzl,SSEL_B_16,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.185,2017-05-21 05:52:49.623491+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,8,5,j27rs82l,,,,,,0
17,dydddd4k,SSEL_B_17,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.140,2017-05-21 05:52:54.319925+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,9,5,j27rs82l,,,,,,0
18,bhlb6q8z,SSEL_B_18,0,1,821,csr_0_realeffort,1,Instructions1,10.224.77.145,2017-05-21 05:53:47.174216+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,9,5,j27rs82l,,,,,,0
19,7juujzy9,SSEL_B_19,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.67,2017-05-21 05:53:52.334732+00:00,0,1,,,0,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,10,5,j27rs82l,,,,,,0
20,69pxujhl,SSEL_B_20,0,1,821,csr_0_realeffort,1,Instructions1,10.224.76.136,2017-05-21 05:53:59.058161+00:00,0,1,,,0,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Now assume that the other three players each place all their points in the Group Exchange.</h4><br>",31,,csr_1_quiz/sol/quiz5sol.html,0,10,5,j27rs82l,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,1,1,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,1,1,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,2,1,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,2,1,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,3,1,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,3,1,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,4,1,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,4,1,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,1,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,5,1,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,2,0.3,,,"<h3>Every member of your group has 20 points available to invest.</h3><h3>How many points would <u>you</u> earn if you invest 10 points into the Individual Exchange, and 10 points into the Group Exchange?</h3> <h3>Assume that the other three players each place 10 points in the Group Exchange.</h3><br>",22,22,csr_1_quiz/sol/quiz1sol.html,0,5,1,2huaehm1,,,,,,0
